Ticker,AAPL,ABBV,ADBE,AMZN,BAC,COST,CRM,CSCO,CVX,DIS,GOOGL,HD,INTC,JNJ,JPM,KO,MA,META,MRK,MSFT,NFLX,NVDA,PEP,PG,T,TSLA,UNH,V,WMT,XOM
GOOGL,0.00020688400999356658,0.00012239971868833297,0.00023850772925246264,0.000221869481472863,0.0001462872005925305,0.00010551975668339117,0.0002157553102839376,0.0001562879471380426,0.00012866997280970487,0.00013544354538817864,0.0002917919711972049,0.00012888690993962285,0.00019587176742574879,8.225111873315906e-05,0.0001280118905247891,8.185216275548604e-05,0.00019594102905132248,0.00024929927269206383,8.504720834772183e-05,0.00021972798464803145,0.00021735756579956448,0.0003036393929495545,7.895093147814256e-05,6.799737642185691e-05,7.963610214522333e-05,0.000230955851860962,0.0001364094365874546,0.0001793501186835639,6.403440966817906e-05,0.00013267749434919888
HD,0.00013479502094782822,9.037207987366071e-05,0.00014504192402363495,0.0001212929625311035,0.00012693968446309735,0.00010076396410837253,0.00013175983811589657,0.00011955298456087517,0.00010012219305095798,0.0001092066883950348,0.00012888690993962285,0.00020233171642710445,0.000141496913074355,6.848933360237549e-05,0.0001140886083783673,7.475845346653786e-05,0.00013293013756184813,0.00012867632341694078,7.051994609276094e-05,0.00013476451993414592,0.00012209129544438487,0.00020535635146003126,8.031840030420105e-05,7.18951518682707e-05,8.34810354222473e-05,0.00015730223305776233,0.00010787612888385515,0.00012582464101128642,7.414088463066444e-05,9.495540677761414e-05
INTC,0.00020585494711499827,0.00013107396198689146,0.00021142302955983955,0.0001889445965530919,0.00017597345304390432,0.00011473276768496779,0.000188698800331299,0.00018897511215713506,0.00015450228747797496,0.00014219502456780408,0.00019587176742574879,0.000141496913074355,0.0004369748904895842,9.015540294546613e-05,0.0001530685344403006,8.955517217667955e-05,0.00019305898286360988,0.0001954262626893435,8.762656887085974e-05,0.00019891513223193168,0.00021100525332169397,0.0003439356719217925,8.960311067013433e-05,7.133665005369167e-05,0.0001031484232175963,0.0002731718103941749,0.00013314507732048624,0.00017520577684172775,8.00036095236328e-05,0.00015916762324677693
JNJ,7.944828092100281e-05,8.629994462165994e-05,7.452041014222053e-05,6.17303821585905e-05,8.048189044768984e-05,6.480953601059768e-05,6.964318717568199e-05,9.382714323668988e-05,7.626894628334629e-05,6.426999874169685e-05,8.225111873315906e-05,6.848933360237549e-05,9.015540294546613e-05,0.0001309496844251776,7.473533079364815e-05,7.029001214190085e-05,8.713191020467731e-05,7.219440408840553e-05,8.606610644983984e-05,8.15615719451815e-05,6.626917704804988e-05,9.179320134803722e-05,7.203024061019758e-05,7.130761097354415e-05,7.182526528601945e-05,6.431317633067222e-05,9.332133975032588e-05,8.196265815041452e-05,5.554184477047247e-05,7.512757779731181e-05
JPM,0.00011713847473749059,9.592119725625947e-05,9.381824139974485e-05,8.554816862504943e-05,0.00029438785816841595,6.533112564714657e-05,0.00011212129490164978,0.0001349983325893918,0.00018677408131533772,0.00015650326366955407,0.0001280118905247891,0.0001140886083783673,0.0001530685344403006,7.473533079364815e-05,0.0002755481868356404,9.740602630648052e-05,0.00016292885142015707,0.0001116108015962443,8.276250073375782e-05,0.00010906027607597797,8.085014777893029e-05,0.00015525898487510267,6.328114034111298e-05,5.7881287057319155e-05,0.00012864993022795935,0.00013717003613746497,0.0001259236267248239,0.0001498372558312112,5.113208926028139e-05,0.00019856449804482175
KO,7.247629962680406e-05,7.030882394522374e-05,7.557839830087674e-05,4.7414400866498155e-05,0.0001032707407659202,6.032390233397961e-05,7.055318274560246e-05,7.966396127384824e-05,9.185516274228291e-05,9.082077787792603e-05,8.185216275548604e-05,7.475845346653786e-05,8.955517217667955e-05,7.029001214190085e-05,9.740602630648052e-05,0.0001338399149567853,0.00010328373297800654,6.64892799765819e-05,7.329921614090409e-05,7.820220578208851e-05,3.81512545331151e-05,7.436486615974668e-05,9.22787594493479e-05,7.971806178881203e-05,8.238469192341252e-05,7.705659746038969e-05,7.7336351023007e-05,9.69912923665442e-05,5.009197156441388e-05,9.475253625950755e-05
MA,0.0001877698028064474,0.0001190013249602926,0.00022071659225267573,0.00018367985849255443,0.0001808038383606103,9.64794508704692e-05,0.00022051927771138969,0.0001696976261989512,0.00015629722057579177,0.0001735397811499855,0.00019594102905132248,0.00013293013756184813,0.00019305898286360988,8.713191020467731e-05,0.00016292885142015707,0.00010328373297800654,0.0003281979750903121,0.00020072563351858168,9.866299912851763e-05,0.00019756071252236823,0.00017248898532308052,0.00026986942658559297,8.190157845580293e-05,7.741620276029547e-05,9.979356615298646e-05,0.0002201656534398491,0.0001409319050415961,0.0002606091681043691,6.10327554864714e-05,0.00015857132092380718
META,0.00022606646492198413,0.00010209957822414576,0.00025655231428580014,0.0002491402906334976,0.00013034032015793782,0.0001092749393112279,0.00023036589768200385,0.00014507639863763923,0.0001092774952606169,0.00013278788740376033,0.00024929927269206383,0.00012867632341694078,0.0001954262626893435,7.219440408840553e-05,0.0001116108015962443,6.64892799765819e-05,0.00020072563351858168,0.0004333738159189987,7.764674048786374e-05,0.00021514490651573288,0.00025120657251089483,0.00032655131655150355,7.567446790221404e-05,6.129936774249211e-05,6.35777756179394e-05,0.0002554002972897497,0.00012229417004679702,0.0001784565873801915,6.111929556531773e-05,0.00010928996401136511
MRK,8.109309424109722e-05,0.00010575595611550608,9.163983789850375e-05,6.410807785105125e-05,8.96397026934553e-05,6.07408720594381e-05,8.752683050422965e-05,9.354246728393287e-05,8.597320137984008e-05,6.826624247071388e-05,8.504720834772183e-05,7.051994609276094e-05,8.762656887085974e-05,8.606610644983984e-05,8.276250073375782e-05,7.329921614090409e-05,9.866299912851763e-05,7.764674048786374e-05,0.00017819352485594036,9.183980212671284e-05,6.981047801332736e-05,0.00010125596846060573,6.711158996303943e-05,6.725589116604087e-05,7.47074091303507e-05,7.974246812270618e-05,9.672135753149963e-05,9.295791861703523e-05,4.808681983514978e-05,8.126605125735327e-05
MSFT,0.00021716178404536756,0.00011164197400986188,0.0002634326306973934,0.00022486407518796606,0.00012499518280388803,0.00011828625684799385,0.0002359525912483121,0.00016436081574653074,0.00010601635443353705,0.00012014885280803479,0.00021972798464803145,0.00013476451993414592,0.00019891513223193168,8.15615719451815e-05,0.00010906027607597797,7.820220578208851e-05,0.00019756071252236823,0.00021514490651573288,9.183980212671284e-05,0.0002663622890193639,0.00022203489982869384,0.0003164368544376558,8.427875206376827e-05,7.361581712084136e-05,6.495289273871182e-05,0.0002621049177235429,0.0001338614893241715,0.00017843975762541435,7.473340539074582e-05,9.894920851049434e-05
NFLX,0.00021934921995302476,8.845357316460156e-05,0.00029116304222616835,0.00029369607501733336,0.00010160344593865629,0.00012184102151286614,0.00025820808020751316,0.00015118371702964862,7.622180127230713e-05,0.0001064758864617731,0.00021735756579956448,0.00012209129544438487,0.00021100525332169397,6.626917704804988e-05,8.085014777893029e-05,3.81512545331151e-05,0.00017248898532308052,0.00025120657251089483,6.981047801332736e-05,0.00022203489982869384,0.0005763468070206185,0.00035070759457867776,5.940286366825108e-05,5.186620477337843e-05,4.4740976716959734e-05,0.0003139396104109213,0.00012247517046431105,0.00015786619846302753,7.672794929241795e-05,6.789147573341019e-05
NVDA,0.00032559650250483575,0.00015478660114715684,0.00038010731357151817,0.0003389134302610663,0.000183963845443778,0.00016855580276594885,0.00033366396794063703,0.00022866037658773902,0.00015700532851103908,0.00015594232005462452,0.0003036393929495545,0.00020535635146003126,0.0003439356719217925,9.179320134803722e-05,0.00015525898487510267,7.436486615974668e-05,0.00026986942658559297,0.00032655131655150355,0.00010125596846060573,0.0003164368544376558,0.00035070759457867776,0.0007949243042201926,9.156031563662786e-05,8.369830158303529e-05,7.32922549866152e-05,0.00044520144051815575,0.0001753625466060861,0.00024465393514026135,0.00010696517004929553,0.00015237577378534055
PEP,8.384087482926777e-05,7.105728045868485e-05,8.301279382985607e-05,6.288424068557353e-05,6.583286923511629e-05,7.094370042727618e-05,7.35616491456462e-05,7.887099867795772e-05,5.8653364344576e-05,6.6221527258867e-05,7.895093147814256e-05,8.031840030420105e-05,8.960311067013433e-05,7.203024061019758e-05,6.328114034111298e-05,9.22787594493479e-05,8.190157845580293e-05,7.567446790221404e-05,6.711158996303943e-05,8.427875206376827e-05,5.940286366825108e-05,9.156031563662786e-05,0.00012320171162920075,8.749028537083238e-05,6.434121094504034e-05,7.492988981217327e-05,7.316056638285022e-05,7.793203337253961e-05,6.354308894681278e-05,6.298204310351426e-05
PG,7.14937744584227e-05,6.236357829532898e-05,6.697522056409279e-05,5.4630074680794464e-05,6.284775103571912e-05,6.59424291432472e-05,6.401440204524611e-05,7.659205873288797e-05,5.3742330731340204e-05,5.937235923239704e-05,6.799737642185691e-05,7.18951518682707e-05,7.133665005369167e-05,7.130761097354415e-05,5.7881287057319155e-05,7.971806178881203e-05,7.741620276029547e-05,6.129936774249211e-05,6.725589116604087e-05,7.361581712084136e-05,5.186620477337843e-05,8.369830158303529e-05,8.749028537083238e-05,0.00012741401618725025,6.65616570101984e-05,6.389539123011396e-05,7.388968642458668e-05,7.24625396684974e-05,6.394596613207044e-05,5.593526880385843e-05
T,7.205007777852401e-05,8.279643498648636e-05,5.1747015241492467e-05,4.649902323419103e-05,0.00014969743660642423,5.937756952130226e-05,7.079609432113381e-05,9.791506835793224e-05,0.00011751499871277802,0.00010759157458902726,7.963610214522333e-05,8.34810354222473e-05,0.0001031484232175963,7.182526528601945e-05,0.00012864993022795935,8.238469192341252e-05,9.979356615298646e-05,6.35777756179394e-05,7.47074091303507e-05,6.495289273871182e-05,4.4740976716959734e-05,7.32922549866152e-05,6.434121094504034e-05,6.65616570101984e-05,0.00019433011003200544,7.2110959063442e-05,9.166947435331994e-05,9.357181884966215e-05,5.091588324040667e-05,0.00012776637207007432
TSLA,0.00028112872519534324,0.00011895942185314707,0.0003222384739539846,0.0002763835188486448,0.00016644465737804197,0.0001260753501845025,0.0002993146242782857,0.00016268070764935606,0.00013533285850135992,0.0001566941197135984,0.000230955851860962,0.00015730223305776233,0.0002731718103941749,6.431317633067222e-05,0.00013717003613746497,7.705659746038969e-05,0.0002201656534398491,0.0002554002972897497,7.974246812270618e-05,0.0002621049177235429,0.0003139396104109213,0.00044520144051815575,7.492988981217327e-05,6.389539123011396e-05,7.2110959063442e-05,0.0014048609608010652,0.00011604312393199425,0.0001973232658363151,7.566800049314926e-05,0.00012118506248204453
UNH,0.00013191460086387597,0.00011969767281741856,0.0001343762598246001,0.00011502447801523105,0.0001438864767275804,8.658286416386618e-05,0.00012103831616250238,0.00012309111960588296,0.0001242033887264538,0.00010315861383502126,0.0001364094365874546,0.00010787612888385515,0.00013314507732048624,9.332133975032588e-05,0.0001259236267248239,7.7336351023007e-05,0.0001409319050415961,0.00012229417004679702,9.672135753149963e-05,0.0001338614893241715,0.00012247517046431105,0.0001753625466060861,7.316056638285022e-05,7.388968642458668e-05,9.166947435331994e-05,0.00011604312393199425,0.0002745862034375076,0.00013382521462264462,6.348880475813634e-05,0.00011959024554366373
V,0.00016777327028436563,0.00011038971577323385,0.00020276563474634288,0.00015763323444276144,0.00016837999419771948,9.117659162780687e-05,0.00019425941371684766,0.00015461535217590493,0.00014498796039679514,0.00015644565805076686,0.0001793501186835639,0.00012582464101128642,0.00017520577684172775,8.196265815041452e-05,0.0001498372558312112,9.69912923665442e-05,0.0002606091681043691,0.0001784565873801915,9.295791861703523e-05,0.00017843975762541435,0.00015786619846302753,0.00024465393514026135,7.793203337253961e-05,7.24625396684974e-05,9.357181884966215e-05,0.0001973232658363151,0.00013382521462264462,0.00025301087833286897,5.817446186384452e-05,0.00014592568819844686
WMT,7.392510464133722e-05,5.213636486912446e-05,7.251337693390752e-05,7.11222950230867e-05,5.8978867807960546e-05,8.707849299195592e-05,6.379287265965519e-05,7.205070000093633e-05,5.1259341671272714e-05,5.0117350151026515e-05,6.403440966817906e-05,7.414088463066444e-05,8.00036095236328e-05,5.554184477047247e-05,5.113208926028139e-05,5.009197156441388e-05,6.10327554864714e-05,6.111929556531773e-05,4.808681983514978e-05,7.473340539074582e-05,7.672794929241795e-05,0.00010696517004929553,6.354308894681278e-05,6.394596613207044e-05,5.091588324040667e-05,7.566800049314926e-05,6.348880475813634e-05,5.817446186384452e-05,0.00013399747167288585,4.912881959468508e-05
XOM,0.00011102293924308125,0.00010472540811197856,8.689265326132857e-05,7.607316824222853e-05,0.00023377409293624205,5.995438914073122e-05,9.706645907759378e-05,0.00013594815150840502,0.0002723327924859213,0.00015266297944221824,0.00013267749434919888,9.495540677761414e-05,0.00015916762324677693,7.512757779731181e-05,0.00019856449804482175,9.475253625950755e-05,0.00015857132092380718,0.00010928996401136511,8.126605125735327e-05,9.894920851049434e-05,6.789147573341019e-05,0.00015237577378534055,6.298204310351426e-05,5.593526880385843e-05,0.00012776637207007432,0.00012118506248204453,0.00011959024554366373,0.00014592568819844686,4.912881959468508e-05,0.00034142047298198154
